FISCAL_YEAR,DISTRICT_ID,DISTRICT NAME, PROPTAX , FEDERAL , STATE , LOCAL , TOTAL ,MEMBER
2018-19,3087,Linn J4," $1,849,324.00 "," $76,878.52 "," $165,505.81 "," $14,028.73 "," $2,105,737.06 ",112
2018-19,3094,Linn J6," $1,509,420.00 "," $82,012.78 "," $197,517.37 "," $88,828.11 "," $1,877,778.26 ",82
2018-19,3129,Little Chute Area," $5,280,011.00 "," $1,022,397.82 "," $11,045,950.15 "," $848,969.30 "," $18,197,328.27 ",1253
2018-19,3150,Lodi," $13,704,653.00 "," $803,121.34 "," $7,157,683.71 "," $1,587,439.58 "," $23,252,897.63 ",1504
2018-19,3171,Lomira," $5,267,582.00 "," $614,323.68 "," $8,153,192.39 "," $627,082.10 "," $14,662,180.17 ",1112
2018-19,3206,Loyal," $1,840,169.00 "," $680,599.06 "," $4,722,935.16 "," $341,266.62 "," $7,584,969.84 ",556
2018-19,3213,Luck," $3,280,701.00 "," $473,320.44 "," $3,491,556.81 "," $471,846.67 "," $7,717,424.92 ",503
2018-19,3220,Luxemburg-Casco," $8,928,443.00 "," $1,064,110.36 "," $12,864,229.64 "," $782,222.33 "," $23,639,005.33 ",1881
2018-19,3269,Madison Metropolitan," $308,009,893.00 "," $30,903,073.51 "," $96,192,378.15 "," $22,196,730.94 "," $457,302,075.60 ",27941
2018-19,3276,Manawa," $3,412,470.00 "," $472,906.62 "," $5,691,930.29 "," $259,653.28 "," $9,836,960.19 ",717
2018-19,3290,Manitowoc," $19,143,517.00 "," $4,945,397.15 "," $40,861,417.91 "," $1,700,670.91 "," $66,651,002.97 ",5359
2018-19,3297,Maple," $10,275,090.00 "," $914,698.31 "," $7,668,743.82 "," $859,592.32 "," $19,718,124.45 ",1262
2018-19,1897,Maple Dale-Indian Hill," $7,005,663.00 "," $307,746.45 "," $750,029.81 "," $553,081.12 "," $8,616,520.38 ",411
2018-19,3304,Marathon City," $4,282,937.00 "," $420,829.58 "," $4,766,707.21 "," $452,108.62 "," $9,922,582.41 ",684
2018-19,3311,Marinette," $9,609,810.00 "," $1,998,935.20 "," $17,237,553.98 "," $549,146.98 "," $29,395,446.16 ",2204
2018-19,3318,Marion," $2,043,896.00 "," $538,844.42 "," $3,655,467.13 "," $186,319.43 "," $6,424,526.98 ",495
2018-19,3325,Markesan," $6,065,894.00 "," $918,369.03 "," $3,776,929.68 "," $508,679.17 "," $11,269,871.88 ",833
2018-19,3332,Marshall," $4,752,145.00 "," $901,742.46 "," $9,823,792.90 "," $638,052.62 "," $16,115,732.98 ",1073
2018-19,3339,Marshfield," $19,145,292.00 "," $2,879,431.16 "," $27,714,728.86 "," $6,450,143.61 "," $56,189,595.63 ",4012
2018-19,3360,Mauston," $7,754,750.00 "," $2,012,046.69 "," $11,886,118.10 "," $740,457.80 "," $22,393,372.59 ",1441
2018-19,3367,Mayville," $6,063,745.00 "," $901,233.17 "," $7,762,272.64 "," $479,725.01 "," $15,206,975.82 ",1116
2018-19,3381,McFarland," $16,724,964.54 "," $1,212,553.10 "," $14,330,714.88 "," $2,420,147.72 "," $34,688,380.24 ",2296
2018-19,3409,Medford Area," $7,251,837.00 "," $1,601,276.43 "," $16,360,234.41 "," $1,517,349.11 "," $26,730,696.95 ",2164
2018-19,3427,Mellen," $1,058,053.00 "," $427,855.58 "," $2,655,171.80 "," $129,843.19 "," $4,270,923.57 ",290
2018-19,3428,Melrose-Mindoro," $4,517,703.00 "," $575,527.69 "," $6,419,666.68 "," $725,039.73 "," $12,237,937.10 ",789
2018-19,3430,Menasha," $16,032,408.00 "," $4,187,386.01 "," $33,848,519.49 "," $1,687,085.11 "," $55,755,398.61 ",3794
2018-19,3434,Menominee Indian," $2,800,000.00 "," $8,682,225.26 "," $9,859,687.53 "," $273,690.80 "," $21,615,603.59 ",951
2018-19,3437,Menomonee Falls," $38,486,667.00 "," $1,809,106.06 "," $12,573,733.27 "," $4,192,168.42 "," $57,061,674.75 ",3871
2018-19,3444,Menomonie Area," $15,877,301.00 "," $2,883,036.06 "," $24,916,612.98 "," $2,034,570.98 "," $45,711,521.02 ",3601
2018-19,3479,Mequon-Thiensville," $39,034,172.00 "," $1,295,783.41 "," $5,926,205.13 "," $4,670,258.64 "," $50,926,419.18 ",3605
2018-19,3484,Mercer," $2,308,830.00 "," $267,342.38 "," $443,507.59 "," $37,377.69 "," $3,057,057.66 ",149
2018-19,3500,Merrill Area," $10,880,283.00 "," $2,614,393.38 "," $21,768,163.10 "," $1,277,351.45 "," $36,540,190.93 ",2642
2018-19,3528,Merton Community," $4,218,361.00 "," $293,712.51 "," $4,392,148.41 "," $642,909.84 "," $9,547,131.76 ",802
2018-19,3549,Middleton-Cross Plains," $65,708,101.00 "," $3,157,859.11 "," $27,078,669.82 "," $11,712,027.85 "," $107,656,657.80 ",7410
2018-19,3612,Milton," $14,656,386.00 "," $1,636,341.74 "," $25,588,082.39 "," $2,698,848.57 "," $44,579,658.70 ",3584
2018-19,3619,Milwaukee," $250,390,173.00 "," $186,476,676.40 "," $715,964,941.30 "," $33,028,010.47 "," $1,185,859,801.00 ",75905
2018-19,3633,Mineral Point," $4,098,955.00 "," $583,636.53 "," $5,661,486.42 "," $729,075.94 "," $11,073,153.89 ",714
2018-19,3640,Minocqua J1," $6,730,118.00 "," $441,493.97 "," $1,461,469.02 "," $360,666.89 "," $8,993,747.88 ",596
2018-19,3661,Mishicot," $3,840,095.00 "," $565,887.94 "," $5,650,271.11 "," $689,252.58 "," $10,745,506.63 ",829
2018-19,3668,Mondovi," $4,343,336.00 "," $855,295.71 "," $7,901,091.98 "," $889,023.54 "," $13,988,747.23 ",967
2018-19,3675,Monona Grove," $28,030,440.00 "," $1,609,173.31 "," $18,521,961.46 "," $4,852,802.59 "," $53,014,377.36 ",3218
2018-19,3682,Monroe," $11,984,833.00 "," $2,054,187.88 "," $20,277,459.92 "," $1,301,673.34 "," $35,618,154.14 ",2474
2018-19,3689,Montello," $5,700,753.00 "," $917,635.73 "," $3,907,119.80 "," $821,601.47 "," $11,347,110.00 ",726
2018-19,3696,Monticello," $2,493,086.00 "," $232,475.47 "," $2,645,569.58 "," $227,796.98 "," $5,598,928.03 ",362
2018-19,3787,Mosinee," $10,422,803.00 "," $1,115,375.61 "," $14,480,550.56 "," $960,130.46 "," $26,978,859.63 ",2031
2018-19,3794,Mount Horeb Area," $13,381,354.00 "," $1,074,660.28 "," $16,202,235.86 "," $1,525,577.61 "," $32,183,827.75 ",2401
2018-19,3822,Mukwonago," $28,359,510.00 "," $2,010,003.67 "," $25,282,560.53 "," $3,758,407.33 "," $59,410,481.53 ",4822
2018-19,3857,Muskego-Norway," $32,272,837.00 "," $1,649,845.68 "," $26,188,097.32 "," $4,888,221.21 "," $64,999,001.21 ",4916
2018-19,3871,Necedah Area," $4,902,111.00 "," $1,297,172.24 "," $5,114,932.35 "," $282,514.48 "," $11,596,730.07 ",745
2018-19,3892,Neenah," $30,310,929.00 "," $4,233,391.16 "," $43,889,522.01 "," $3,070,290.04 "," $81,504,132.21 ",7034
2018-19,3899,Neillsville," $3,722,124.00 "," $899,736.36 "," $6,528,960.94 "," $553,231.29 "," $11,704,052.59 ",949
2018-19,3906,Nekoosa," $10,922,331.00 "," $1,186,048.28 "," $4,795,196.47 "," $522,036.31 "," $17,425,612.06 ",1153
2018-19,3920,New Auburn," $3,122,625.00 "," $303,014.71 "," $1,185,571.26 "," $65,564.61 "," $4,676,775.58 ",292
2018-19,3925,New Berlin," $50,791,524.00 "," $2,157,893.22 "," $8,254,504.21 "," $3,910,783.31 "," $65,114,704.74 ",4536
2018-19,3934,New Glarus," $5,627,927.00 "," $505,954.02 "," $6,784,470.61 "," $766,461.93 "," $13,684,813.56 ",931
2018-19,3941,New Holstein," $6,674,783.00 "," $617,591.32 "," $7,638,225.49 "," $592,684.97 "," $15,523,284.78 ",1182
2018-19,3948,New Lisbon," $3,256,703.00 "," $654,236.00 "," $4,643,519.66 "," $117,155.08 "," $8,671,613.74 ",608
2018-19,3955,New London," $8,700,585.00 "," $1,807,660.23 "," $18,626,636.09 "," $1,685,456.62 "," $30,820,337.94 ",2412
2018-19,3962,New Richmond," $15,858,037.00 "," $1,798,463.40 "," $27,685,558.96 "," $3,479,964.78 "," $48,822,024.14 ",3487
2018-19,3969,Niagara," $1,493,437.00 "," $478,049.20 "," $3,052,777.79 "," $161,403.04 "," $5,185,667.03 ",340
2018-19,2177,Nicolet UHS," $19,185,533.00 "," $358,465.84 "," $2,242,418.43 "," $2,539,245.67 "," $24,325,662.94 ",1072
2018-19,4690,North Cape," $1,360,278.00 "," $90,445.10 "," $1,174,060.55 "," $102,407.89 "," $2,727,191.54 ",209
2018-19,2016,North Crawford," $1,728,662.00 "," $680,551.27 "," $4,248,425.44 "," $180,039.24 "," $6,837,677.95 ",489
2018-19,3983,North Fond Du Lac," $5,305,559.00 "," $1,393,273.24 "," $12,018,912.55 "," $664,702.52 "," $19,382,447.31 ",1332
2018-19,3514,North Lake," $2,718,804.34 "," $129,590.52 "," $821,579.03 "," $362,976.90 "," $4,032,950.79 ",279
2018-19,616,North Lakeland," $3,016,041.00 "," $160,981.71 "," $561,483.84 "," $125,584.80 "," $3,864,091.35 ",131
2018-19,1945,Northern Ozaukee," $6,585,835.00 "," $417,427.29 "," $4,471,244.86 "," $1,178,438.23 "," $12,652,945.38 ",825
2018-19,1526,Northland Pines," $19,498,419.00 "," $1,090,617.10 "," $2,776,724.76 "," $720,897.11 "," $24,086,657.97 ",1272
2018-19,3654,Northwood," $3,915,664.00 "," $437,694.82 "," $955,449.57 "," $126,721.29 "," $5,435,529.68 ",329
2018-19,3990,Norwalk-Ontario-Wilton," $2,105,999.00 "," $1,163,325.56 "," $7,002,809.09 "," $407,644.47 "," $10,679,778.12 ",655
2018-19,4011,Norway J7," $823,736.00 "," $63,183.09 "," $411,789.41 "," $67,849.14 "," $1,366,557.64 ",89
2018-19,4018,Oak Creek-Franklin," $33,462,197.00 "," $3,181,221.33 "," $40,597,529.07 "," $4,546,741.68 "," $81,787,689.08 ",6396
2018-19,4025,Oakfield," $2,442,332.00 "," $332,557.08 "," $4,258,664.86 "," $812,503.60 "," $7,846,057.54 ",514
2018-19,4060,Oconomowoc Area," $52,295,553.00 "," $2,415,049.26 "," $18,930,980.33 "," $3,793,048.60 "," $77,434,631.19 ",5631
2018-19,4067,Oconto," $4,547,683.00 "," $895,690.16 "," $9,653,045.56 "," $238,013.71 "," $15,334,432.43 ",1076
2018-19,4074,Oconto Falls," $9,898,970.00 "," $1,218,281.03 "," $14,063,533.19 "," $814,686.87 "," $25,995,471.09 ",1791
2018-19,4088,Omro," $5,782,878.00 "," $898,666.87 "," $9,415,646.73 "," $606,285.45 "," $16,703,477.05 ",1298
2018-19,4095,Onalaska," $17,785,594.00 "," $1,666,817.19 "," $17,824,533.06 "," $2,562,705.57 "," $39,839,649.82 ",2929
2018-19,4137,Oostburg," $5,240,322.00 "," $499,508.55 "," $6,550,339.72 "," $600,895.86 "," $12,891,066.13 ",982
2018-19,4144,Oregon," $27,805,029.00 "," $1,577,946.58 "," $25,405,710.70 "," $3,249,042.70 "," $58,037,728.98 ",3927
2018-19,4165,Osceola," $8,187,190.00 "," $1,055,133.63 "," $12,228,334.84 "," $1,051,683.76 "," $22,522,342.23 ",1681
2018-19,4179,Oshkosh Area," $48,294,277.00 "," $8,548,501.19 "," $74,084,738.77 "," $3,569,384.36 "," $134,496,901.30 ",10090
2018-19,4186,Osseo-Fairchild," $4,707,682.00 "," $648,720.84 "," $7,795,838.63 "," $364,957.79 "," $13,517,199.26 ",894
2018-19,4207,Owen-Withee," $1,754,130.00 "," $658,332.29 "," $4,228,891.46 "," $199,597.04 "," $6,840,950.79 ",486
2018-19,4221,Palmyra-Eagle Area," $9,041,675.00 "," $518,804.13 "," $5,565,756.01 "," $434,471.20 "," $15,560,706.34 ",1032
2018-19,4228,Pardeeville Area," $5,651,097.00 "," $627,742.17 "," $5,345,752.89 "," $350,346.03 "," $11,974,938.09 ",850
2018-19,4235,Paris J1," $1,563,437.00 "," $174,881.36 "," $442,271.59 "," $173,107.91 "," $2,353,697.86 ",153
2018-19,4151,Parkview," $4,968,572.00 "," $684,431.96 "," $6,325,596.48 "," $469,990.55 "," $12,448,590.99 ",849
2018-19,490,Pecatonica Area," $2,870,598.00 "," $364,702.26 "," $3,879,658.83 "," $272,045.58 "," $7,387,004.67 ",433
2018-19,4270,Pepin Area," $3,292,211.00 "," $169,077.95 "," $880,283.48 "," $177,279.78 "," $4,518,852.21 ",254
2018-19,4305,Peshtigo," $3,355,143.00 "," $824,392.72 "," $9,392,516.13 "," $413,100.90 "," $13,985,152.75 ",1045
2018-19,4312,Pewaukee," $26,051,903.00 "," $1,038,310.45 "," $9,364,270.40 "," $4,118,786.70 "," $40,573,270.55 ",2824
2018-19,4330,Phelps," $3,009,638.00 "," $237,066.05 "," $357,651.99 "," $191,030.20 "," $3,795,386.24 ",137
2018-19,4347,Phillips," $4,552,268.00 "," $805,842.84 "," $4,568,674.30 "," $457,549.66 "," $10,384,334.80 ",784
2018-19,4368,Pittsville," $2,969,165.00 "," $523,661.87 "," $4,466,434.32 "," $349,798.46 "," $8,309,059.65 ",586
2018-19,4389,Platteville," $8,645,217.00 "," $1,302,729.54 "," $9,804,310.78 "," $799,462.96 "," $20,551,720.28 ",1518
2018-19,4459,Plum City," $1,793,380.00 "," $208,277.47 "," $2,190,786.79 "," $99,069.36 "," $4,291,513.62 ",266
2018-19,4473,Plymouth," $12,167,983.50 "," $1,407,994.50 "," $14,429,093.38 "," $1,991,375.70 "," $29,996,447.08 ",2297
2018-19,4508,Port Edwards," $2,055,711.00 "," $406,599.64 "," $3,498,775.78 "," $181,163.66 "," $6,142,250.08 ",443
2018-19,4515,Port Washington-Saukville," $16,577,547.00 "," $1,353,920.33 "," $17,142,230.91 "," $1,618,285.63 "," $36,691,983.87 ",2681
2018-19,4501,Portage Community," $12,129,777.00 "," $1,756,748.03 "," $16,418,483.89 "," $808,701.16 "," $31,113,710.08 ",2278
2018-19,4529,Potosi," $1,904,876.00 "," $382,508.61 "," $2,926,286.28 "," $275,219.23 "," $5,488,890.12 ",327
2018-19,4536,Poynette," $6,515,492.00 "," $640,103.02 "," $6,459,921.57 "," $545,097.30 "," $14,160,613.89 ",1082
2018-19,4543,Prairie Du Chien Area," $5,746,975.00 "," $1,094,389.41 "," $9,248,198.74 "," $600,958.29 "," $16,690,521.44 ",1111
2018-19,4557,Prairie Farm," $1,465,914.00 "," $325,179.12 "," $2,969,621.23 "," $312,538.72 "," $5,073,253.07 ",315
2018-19,4571,Prentice," $3,199,619.00 "," $372,682.64 "," $2,672,871.01 "," $75,866.54 "," $6,321,039.19 ",402
2018-19,4578,Prescott," $8,708,356.00 "," $699,661.18 "," $10,316,421.23 "," $994,783.86 "," $20,719,222.27 ",1427
2018-19,4606,Princeton," $3,092,671.00 "," $307,035.36 "," $1,877,305.00 "," $151,697.52 "," $5,428,708.88 ",391
2018-19,4613,Pulaski Community," $15,370,016.00 "," $2,070,280.18 "," $28,317,771.66 "," $4,053,542.11 "," $49,811,609.95 ",4046
2018-19,4620,Racine," $91,284,553.00 "," $27,299,369.97 "," $184,353,500.50 "," $4,711,329.44 "," $307,648,752.90 ",21702
2018-19,4627,Randall J1," $5,371,686.00 "," $388,602.70 "," $2,208,324.29 "," $305,170.53 "," $8,273,783.52 ",571
2018-19,4634,Randolph," $2,724,587.00 "," $437,122.50 "," $5,039,342.80 "," $276,702.94 "," $8,477,755.24 ",541
2018-19,4641,Random Lake," $5,376,325.00 "," $530,258.46 "," $5,066,032.41 "," $685,646.92 "," $11,658,262.79 ",815
2018-19,4686,Raymond #14," $3,795,893.00 "," $175,900.56 "," $1,180,340.68 "," $291,455.84 "," $5,443,590.08 ",327
2018-19,4753,Reedsburg," $12,633,324.00 "," $2,315,181.89 "," $20,981,148.34 "," $958,235.23 "," $36,887,889.46 ",2822
2018-19,4760,Reedsville," $4,452,986.00 "," $532,656.25 "," $4,920,017.33 "," $242,208.78 "," $10,147,868.36 ",667
2018-19,4781,Rhinelander," $25,384,192.00 "," $2,283,646.19 "," $9,012,183.28 "," $1,607,966.92 "," $38,287,988.39 ",2479
2018-19,4795,Rib Lake," $2,270,702.00 "," $486,422.00 "," $3,830,766.22 "," $256,909.22 "," $6,844,799.44 ",482
2018-19,4802,Rice Lake Area," $16,932,654.00 "," $1,803,806.63 "," $14,078,177.35 "," $1,192,852.29 "," $34,007,490.27 ",2303
2018-19,4851,Richland," $5,742,212.00 "," $1,557,437.47 "," $11,518,751.55 "," $869,264.16 "," $19,687,665.18 ",1439
2018-19,3122,Richmond," $2,678,946.00 "," $99,367.61 "," $2,474,630.73 "," $239,309.11 "," $5,492,253.45 ",401
2018-19,4865,Rio Community," $2,776,031.00 "," $447,987.62 "," $3,382,178.39 "," $214,821.44 "," $6,821,018.45 ",424
2018-19,4872,Ripon Area," $6,601,185.50 "," $1,212,844.78 "," $13,910,517.33 "," $855,382.38 "," $22,579,929.99 ",1601
2018-19,4893,River Falls," $19,153,050.00 "," $1,630,679.65 "," $20,727,088.00 "," $4,315,647.77 "," $45,826,465.42 ",3378
2018-19,4904,River Ridge," $2,794,164.00 "," $651,412.17 "," $5,170,606.78 "," $254,375.60 "," $8,870,558.55 ",559
2018-19,5523,River Valley," $8,971,993.00 "," $944,130.97 "," $7,396,547.66 "," $679,668.07 "," $17,992,339.70 ",1253
2018-19,3850,Riverdale," $3,124,026.00 "," $728,823.61 "," $6,287,790.22 "," $306,773.69 "," $10,447,413.52 ",730
2018-19,4956,Rosendale-Brandon," $3,411,687.00 "," $438,385.84 "," $7,377,057.12 "," $557,177.64 "," $11,784,307.60 ",934
2018-19,4963,Rosholt," $3,461,946.00 "," $379,533.42 "," $3,494,116.53 "," $251,776.02 "," $7,587,371.97 ",556
2018-19,1673,Royall," $1,992,107.00 "," $791,870.04 "," $5,880,768.63 "," $203,873.04 "," $8,868,618.71 ",566
2018-19,2422,Saint Croix Central," $6,803,300.00 "," $676,075.14 "," $13,666,515.83 "," $1,273,544.72 "," $22,419,435.69 ",1644
2018-19,5019,Saint Croix Falls," $6,650,359.00 "," $766,125.40 "," $7,500,467.85 "," $755,494.67 "," $15,672,446.92 ",1130
2018-19,5026,Saint Francis," $7,028,410.00 "," $908,405.43 "," $4,816,249.30 "," $589,831.99 "," $13,342,896.72 ",861
2018-19,5068,Salem," $6,853,978.00 "," $640,224.06 "," $8,504,164.45 "," $272,233.55 "," $16,270,600.06 ",1108
2018-19,5100,Sauk Prairie," $18,768,427.00 "," $1,702,643.46 "," $15,555,107.39 "," $2,094,056.22 "," $38,120,234.07 ",2725
2018-19,5124,Seneca," $1,693,475.00 "," $365,471.67 "," $2,391,583.87 "," $161,164.44 "," $4,611,694.98 ",283
2018-19,5130,Sevastopol," $8,233,554.00 "," $421,213.63 "," $1,134,837.04 "," $214,800.80 "," $10,004,405.47 ",573
2018-19,5138,Seymour Community," $7,600,182.00 "," $2,063,768.81 "," $19,900,033.20 "," $828,281.28 "," $30,392,265.29 ",2276
2018-19,5258,Sharon J11," $1,120,290.00 "," $331,626.94 "," $2,711,721.80 "," $471,445.22 "," $4,635,083.96 ",237
2018-19,5264,Shawano," $13,073,139.00 "," $2,329,457.49 "," $19,017,424.10 "," $1,074,474.14 "," $35,494,494.73 ",2529
2018-19,5271,Sheboygan Area," $36,286,424.00 "," $10,838,868.66 "," $91,871,705.55 "," $4,231,841.55 "," $143,228,839.80 ",10426
2018-19,5278,Sheboygan Falls," $9,068,312.00 "," $1,009,799.94 "," $12,021,373.07 "," $1,148,355.67 "," $23,247,840.68 ",1674
2018-19,5306,Shell Lake," $4,087,356.00 "," $711,818.03 "," $4,721,206.49 "," $230,427.50 "," $9,750,808.02 ",635
2018-19,5348,Shiocton," $3,163,841.00 "," $460,681.83 "," $6,070,551.66 "," $495,331.50 "," $10,190,405.99 ",703
2018-19,5355,Shorewood," $21,659,543.00 "," $986,243.45 "," $7,545,683.16 "," $2,877,783.12 "," $33,069,252.73 ",1870
2018-19,5362,Shullsburg," $1,265,756.00 "," $447,758.29 "," $3,472,366.62 "," $353,722.15 "," $5,539,603.06 ",367
2018-19,5369,Silver Lake J1," $2,341,303.00 "," $386,402.17 "," $2,959,450.89 "," $167,448.25 "," $5,854,604.31 ",457
2018-19,5376,Siren," $5,001,260.00 "," $928,080.79 "," $2,039,421.18 "," $135,527.37 "," $8,104,289.34 ",478
2018-19,5390,Slinger," $16,628,128.00 "," $1,201,568.25 "," $15,663,164.75 "," $2,597,389.12 "," $36,090,250.12 ",2882
2018-19,5397,Solon Springs," $2,485,703.00 "," $354,626.81 "," $1,856,858.88 "," $145,119.66 "," $4,842,308.35 ",317
2018-19,5432,Somerset," $8,255,761.00 "," $697,196.85 "," $11,510,678.77 "," $1,337,070.40 "," $21,800,707.02 ",1547
2018-19,5439,South Milwaukee," $13,318,259.00 "," $2,857,558.43 "," $26,529,414.64 "," $1,947,289.89 "," $44,652,521.96 ",3002
2018-19,4522,South Shore," $3,376,532.00 "," $218,557.14 "," $654,050.29 "," $120,765.26 "," $4,369,904.69 ",210
2018-19,5457,Southern Door County," $9,998,897.00 "," $848,585.50 "," $2,908,275.95 "," $1,043,290.73 "," $14,799,049.18 ",1058
2018-19,2485,Southwestern Wisconsin," $3,137,429.00 "," $448,182.60 "," $4,078,613.43 "," $408,037.12 "," $8,072,262.15 ",555
2018-19,5460,Sparta Area," $10,489,799.00 "," $2,917,822.37 "," $26,362,914.14 "," $1,526,438.53 "," $41,296,974.04 ",3180
2018-19,5467,Spencer," $3,119,363.63 "," $613,318.92 "," $6,505,917.86 "," $502,367.88 "," $10,740,968.29 ",743
2018-19,5474,Spooner," $15,473,901.00 "," $1,353,251.09 "," $2,682,834.67 "," $583,224.54 "," $20,093,211.30 ",1269
2018-19,5586,Spring Valley," $2,987,884.00 "," $446,136.82 "," $6,387,477.03 "," $712,706.02 "," $10,534,203.87 ",776
2018-19,5593,Stanley-Boyd Area," $2,871,628.00 "," $938,098.07 "," $9,967,591.16 "," $1,047,409.36 "," $14,824,726.59 ",1119
2018-19,5607,Stevens Point Area," $36,979,558.00 "," $5,923,391.26 "," $48,786,947.47 "," $8,482,718.19 "," $100,172,614.90 ",7512
2018-19,5614,Stockbridge," $2,303,989.00 "," $130,279.45 "," $979,750.11 "," $86,570.12 "," $3,500,588.68 ",245
2018-19,3542,Stone Bank School District," $3,325,572.00 "," $275,284.21 "," $401,725.33 "," $220,751.60 "," $4,223,333.14 ",298
2018-19,5621,Stoughton Area," $24,819,259.00 "," $1,877,271.25 "," $17,709,773.09 "," $2,134,579.42 "," $46,540,882.76 ",3043
2018-19,5628,Stratford," $3,718,674.00 "," $470,974.00 "," $7,618,841.59 "," $372,830.77 "," $12,181,320.36 ",909
2018-19,5642,Sturgeon Bay," $9,040,168.00 "," $931,098.40 "," $6,201,299.72 "," $1,312,408.31 "," $17,484,974.43 ",1110
2018-19,5656,Sun Prairie Area," $59,541,045.00 "," $4,952,465.96 "," $60,670,060.34 "," $4,915,350.70 "," $130,078,922.00 ",8482
2018-19,5663,Superior," $21,254,403.00 "," $4,178,058.18 "," $40,023,256.70 "," $1,827,624.45 "," $67,283,342.33 ",4677
2018-19,5670,Suring," $4,498,531.00 "," $686,629.66 "," $1,155,114.04 "," $145,967.39 "," $6,486,242.09 ",402
2018-19,3510,Swallow," $5,403,183.00 "," $169,324.46 "," $866,699.06 "," $642,594.92 "," $7,081,801.44 ",448
2018-19,5726,Thorp," $2,107,872.00 "," $733,683.72 "," $5,043,277.23 "," $204,904.88 "," $8,089,737.83 ",583
2018-19,5733,Three Lakes," $8,517,922.00 "," $391,237.25 "," $1,305,462.70 "," $316,004.22 "," $10,530,626.17 ",510
2018-19,5740,Tigerton," $1,789,829.00 "," $404,245.40 "," $1,949,180.25 "," $429,376.58 "," $4,572,631.23 ",254
2018-19,5747,Tomah Area," $12,543,578.00 "," $2,803,218.26 "," $22,718,661.10 "," $1,260,005.23 "," $39,325,462.59 ",3257
2018-19,5754,Tomahawk," $13,857,077.00 "," $881,862.72 "," $3,341,082.99 "," $679,238.43 "," $18,759,261.14 ",1180
2018-19,126,Tomorrow River," $4,180,350.26 "," $781,529.16 "," $7,437,471.26 "," $1,295,275.64 "," $13,694,626.32 ",942
2018-19,5780,Trevor-Wilmot Consolidated," $3,080,058.00 "," $406,417.69 "," $3,660,585.22 "," $585,221.47 "," $7,732,282.38 ",484
2018-19,4375,Tri-County Area," $2,718,036.00 "," $814,743.41 "," $4,795,941.72 "," $239,023.19 "," $8,567,744.32 ",635
2018-19,5810,Turtle Lake," $5,116,745.00 "," $453,970.83 "," $1,745,147.76 "," $280,363.04 "," $7,596,226.63 ",488
2018-19,5817,Twin Lakes #4," $4,253,231.00 "," $518,835.80 "," $2,191,761.32 "," $103,546.45 "," $7,067,374.57 ",465
2018-19,5824,Two Rivers," $5,488,996.00 "," $1,395,326.26 "," $15,859,042.99 "," $692,641.76 "," $23,436,007.01 ",1811
2018-19,5859,Union Grove J1," $3,253,578.00 "," $410,165.13 "," $5,725,974.55 "," $540,372.92 "," $9,930,090.60 ",620
