School Year,District Code,School Code,Cooperative Educational Service Agency,District Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the District,Highest Grade in the District,School Type,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent Limited English Proficient,Percent Within District Mobility,Percent Between District Mobility,District Student Achievement Score,District ELA Achievement Score,District Mathematics Achievement Score,District Student Growth Score,District ELA Growth Score,District Mathematics Growth Score,District Closing Gaps Score,District ELA Gap Score,District Mathematics Gap Score,District 4 Year Graduation Gap Score,District 6 Year Graduation Gap Score,District Graduation Gap Score,District On-Track and Postsecondary Readiness Score,District Graduation Rate Score,District Attendance Rate Score,District Third-Grade ELA Achievement Score,District Eighth-Grade Mathematics Achievement Score,District Student Achievement Max Score,District ELA Achievement Max Score,District Mathematics Achievement Max Score,District Student Growth Max Score,District ELA Growth Max Score,District Mathematics Growth Max Score,District Closing Gaps Max Score,District ELA Achievement Gap Max Score,District Mathematics Achievement Gap Max Score,District Graduation Gap Max Score,District On-Track and Postsecondary Readiness Max Score,District Graduation Rate Max Score,District Attendance Rate Max Score,District Third-Grade ELA Achievement Max Score,District Eighth-Grade Mathematics Achievement Max Score,State Student Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State Student Growth Score,State ELA Growth Score,State Mathematics Growth Score,State Closing Gaps Score,State ELA Achievement Gaps Score,State Mathematics Achievement Gaps Score,State Graduation Gaps Score,State On-Track and Postsecondary Readiness Score,State Graduation Rate Score,State Attendance Rate Score,State Third-Grade ELA Achievement Score,State Eighth-Grade Mathematics Achievement Score,State Student Achievement Max Score,State ELA Achievement Max Score,State Mathematics Achievement Max Score,State Student Growth Max Score,State ELA Growth Max Score,State Mathematics Growth Max Score,State Closing Gaps Max Score,State ELA Achievement Gaps Max Score,State Mathematics Achievement Gaps Max Score,State 4 Year Graduation Gaps Max Score,State 6 Year Graduation Gaps Max Score,State Graduation Gaps Max Score,State On-Track and Postsecondary Readiness Max Score,State Graduation Rate Max Score,State Attendance Rate Max Score,State Third-Grade ELA Achievement Max Score,State Eighth-Grade Mathematics Achievement Max Score,Student Engagement Indicators Deduction,Absenteeism Rate Deduction,Dropout Rate Deduction,Test Partcipation ELA 2019 All Students,Test Partcipation ELA MULTI-YEAR All Students,Test Partcipation Mathematics 2019 All Students,Test Partcipation Mathematics MULTI-YEAR All Students,Subgroup with lowest test participation rate 2019,Test Partcipation ELA 2019 lowest rate subgroup,Test Partcipation ELA MULTI-YEAR lowest rate subgroup,Test Partcipation Mathematics 2019 lowest rate subgroup,Test Partcipation Mathematics MULTI-YEAR lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Closing Gaps Priority Area,Score weighting Ontrack Priority Area,District Percent Proficient ELA 2015,State Percent Proficient ELA 2015,District Percent Proficient Mathematics 2015,State Percent Proficient Mathematics 2015,District Percent Proficient ELA 2016,State Percent Proficient ELA 2016,District Percent Proficient Mathematics 2016,State Percent Proficient Mathematics 2016,District Percent Proficient ELA 2017,State Percent Proficient ELA 2017,District Percent Proficient Mathematics 2017,State Percent Proficient Mathematics 2017,District Percent Proficient ELA 2018,State Percent Proficient ELA 2018,District Percent Proficient Mathematics 2018,State Percent Proficient Mathematics 2018,District Percent Proficient ELA 2019,State Percent Proficient ELA 2019,District Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,Notes,Notes,Change Outlier Note,Accountability Resource Link,Open enrollment note,No Score Note,Grade Band for Comparison,CESA,Locale description,City,Agency type,Charter school indicator,Virtual school indicator
2018-19,1631,  NA,Cooperative Ed Serv Agcy 07,Elkhart Lake-Glenbeulah,82.5,Exceeds Expectations,K4,12,NA,439,0.00%,0.90%,0.50%,6.20%,0.00%,88.40%,4.10%,13.40%,23.70%,2.50%,0.00%,1.80%,80.3,40.9,39.4,68.9,34,34.9,83.4,43.6,39.8,NA,NA,NA,93.8,40,37.5,8.1,8.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.70%,99.80%,99.70%,99.70%,Lowest Subgroup Rate: SwD,96.20%,97.80%,96.20%,96.80%,32.50%,17.50%,25.00%,25.00%,0.623,0.502,0.54,0.424,0.549,0.425,0.556,0.405,0.611,0.434,0.545,0.405,0.572,0.423,0.585,0.418,0.57,0.406,0.568,0.41,NA,NA,,NA,,,K-12,7,Rural,Elkhart Lake,Public school district,N,N
2018-19,2114,  NA,Cooperative Ed Serv Agcy 07,Gibraltar Area,79.6,Exceeds Expectations,PK,12,NA,531,0.40%,0.90%,0.20%,10.70%,0.00%,84.20%,3.60%,9.20%,37.50%,6.00%,0.00%,4.10%,79.4,41.7,37.7,66,36.8,29.2,84.9,44.6,40.3,NA,NA,NA,88.8,37.5,37.7,7.7,5.9,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,99.10%,98.50%,99.10%,Lowest Subgroup Rate: SwD,90.00%,94.90%,90.00%,94.90%,23.30%,26.70%,25.00%,25.00%,0.647,0.502,0.501,0.424,0.598,0.425,0.509,0.405,0.655,0.434,0.569,0.405,0.598,0.423,0.524,0.418,0.594,0.406,0.548,0.41,NA,NA,,NA,,,K-12,7,Rural,Fish Creek,Public school district,N,N
2018-19,2289,  NA,Cooperative Ed Serv Agcy 07,Green Bay Area Public,66.9,Meets Expectations,K4,12,NA,"20,391",3.80%,7.40%,9.20%,28.70%,0.10%,44.50%,6.40%,14.50%,59.40%,22.30%,2.70%,5.70%,47.6,24.2,23.4,62.2,29.2,33,68.5,18.5,18.4,15.7,15.9,31.6,80,34.5,36.2,5.1,4.2,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.10%,97.50%,96.90%,97.40%,Lowest Subgroup Rate: SwD,92.60%,93.60%,92.40%,93.50%,8.70%,41.30%,25.00%,25.00%,0.378,0.502,0.315,0.424,0.306,0.425,0.29,0.405,0.301,0.434,0.28,0.405,0.289,0.423,0.281,0.418,0.275,0.406,0.304,0.41,NA,NA,,NA,,,K-12,7,NA,Green Bay,Public school district,N,N
2018-19,2534,  NA,Cooperative Ed Serv Agcy 07,Hilbert,70.7,Meets Expectations,K4,12,NA,457,0.40%,0.70%,0.70%,17.90%,0.00%,78.80%,1.50%,5.90%,28.70%,12.70%,0.00%,2.00%,70.3,33.2,37.1,61.3,27.3,34,60,32.6,27.4,NA,NA,NA,89.7,38.8,37.9,5,8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,100%,100%,100%,100%,Lowest Subgroup Rate: Hispanic,100%,100%,100%,100%,29.20%,20.80%,25.00%,25.00%,0.575,0.502,0.659,0.424,0.562,0.425,0.629,0.405,0.517,0.434,0.603,0.405,0.462,0.423,0.545,0.418,0.374,0.406,0.492,0.41,NA,NA,,NA,,,K-12,7,Rural,Hilbert,Public school district,N,N
2018-19,2604,  NA,Cooperative Ed Serv Agcy 07,Howard-Suamico,73.8,Exceeds Expectations,K4,12,NA,"6,103",0.90%,2.30%,1.70%,3.00%,0.00%,88.70%,3.40%,11.40%,19.40%,1.60%,0.20%,1.60%,72.3,35.4,36.9,63.1,28.2,34.9,67.7,18.4,16.6,13.5,19.2,32.7,88.4,37.7,37.2,7.4,6.1,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,98.90%,98.80%,98.90%,Lowest Subgroup Rate: SwD,96.40%,96.90%,96.60%,97.10%,35.40%,14.60%,25.00%,25.00%,0.601,0.502,0.63,0.424,0.516,0.425,0.593,0.405,0.506,0.434,0.519,0.405,0.497,0.423,0.514,0.418,0.479,0.406,0.53,0.41,NA,NA,,NA,,,K-12,7,NA,Green Bay,Public school district,N,N
2018-19,2605,  NA,Cooperative Ed Serv Agcy 07,Howards Grove,81.5,Exceeds Expectations,K4,12,NA,907,0.00%,2.30%,1.00%,2.00%,0.00%,92.70%,2.00%,13.00%,14.80%,0.70%,0.00%,2.20%,79.7,39.5,40.2,73.6,36.8,36.8,77.7,36.5,41.2,NA,NA,NA,91.7,38.9,38.1,7.5,7.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.50%,99.00%,98.30%,98.90%,Lowest Subgroup Rate: SwD,90.40%,93.00%,90.40%,93.00%,38.50%,11.50%,25.00%,25.00%,0.645,0.502,0.517,0.424,0.587,0.425,0.544,0.405,0.516,0.434,0.527,0.405,0.613,0.423,0.618,0.418,0.55,0.406,0.598,0.41,NA,NA,,NA,,,K-12,7,NA,Howards Grove,Public school district,N,N
2018-19,2814,  NA,Cooperative Ed Serv Agcy 07,Kewaunee,73.1,Exceeds Expectations,K4,12,NA,953,0.60%,0.70%,0.10%,8.70%,0.00%,87.70%,2.10%,14.00%,32.80%,4.40%,0.00%,2.80%,64.1,31.7,32.4,62.2,28.2,34,76.3,39.6,36.7,NA,NA,NA,89.7,38.5,37.8,7.4,6,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.20%,99.40%,99.40%,99.40%,Lowest Subgroup Rate: SwD,96.30%,96.80%,97.50%,97.20%,26.50%,23.50%,25.00%,25.00%,0.507,0.502,0.492,0.424,0.386,0.425,0.493,0.405,0.413,0.434,0.447,0.405,0.389,0.423,0.41,0.418,0.39,0.406,0.429,0.41,NA,NA,,NA,,,K-12,7,NA,Kewaunee,Public school district,N,N
2018-19,2828,  NA,Cooperative Ed Serv Agcy 07,Kiel Area,73.5,Exceeds Expectations,K4,12,NA,"1,216",0.10%,0.70%,0.90%,5.20%,0.00%,90.40%,2.70%,10.30%,20.30%,1.50%,0.30%,1.20%,69.5,35.8,33.7,55.6,30.2,25.4,71.8,16.2,16.1,14.5,25,39.5,91.7,39.2,37.8,7.7,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.50%,99.50%,99.60%,Lowest Subgroup Rate: SwD,97.70%,98.20%,98.90%,98.50%,34.80%,15.20%,25.00%,25.00%,0.586,0.502,0.471,0.424,0.47,0.425,0.433,0.405,0.532,0.434,0.461,0.405,0.515,0.423,0.466,0.418,0.458,0.406,0.476,0.41,NA,NA,,NA,,,K-12,7,NA,Kiel,Public school district,N,N
2018-19,2842,  NA,Cooperative Ed Serv Agcy 07,Kohler,90.7,Significantly Exceeds Expectations,K4,12,NA,703,0.00%,7.00%,0.00%,4.10%,0.00%,85.60%,3.30%,6.80%,1.60%,2.00%,0.00%,2.00%,90.4,45.3,45.1,78.4,41.6,36.8,90.1,47.2,42.9,NA,NA,NA,94.1,39.6,37.9,8.8,7.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.80%,98.60%,98.80%,98.60%,Lowest Subgroup Rate: Asian,97.20%,99.10%,97.20%,99.10%,45.00%,5.00%,25.00%,25.00%,0.81,0.502,0.698,0.424,0.709,0.425,0.671,0.405,0.71,0.434,0.678,0.405,0.664,0.423,0.656,0.418,0.683,0.406,0.691,0.41,NA,NA,,NA,,,K-12,7,NA,Kohler,Public school district,N,N
2018-19,3220,  NA,Cooperative Ed Serv Agcy 07,Luxemburg-Casco,77.4,Exceeds Expectations,K4,12,NA,"1,910",0.10%,0.30%,0.50%,5.90%,0.00%,92.50%,0.80%,13.50%,20.70%,2.50%,0.00%,2.10%,81.4,39.7,41.7,69.9,34,35.9,63,17.9,19.7,13.8,11.6,25.4,90.8,37.6,38,8,7.2,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.10%,99.20%,99.00%,99.30%,Lowest Subgroup Rate: SwD,96.70%,97.60%,96.70%,97.80%,34.50%,15.50%,25.00%,25.00%,0.646,0.502,0.596,0.424,0.532,0.425,0.546,0.405,0.609,0.434,0.583,0.405,0.553,0.423,0.607,0.418,0.555,0.406,0.623,0.41,NA,NA,,NA,,,K-12,7,Rural,Luxemburg,Public school district,N,N
2018-19,3290,  NA,Cooperative Ed Serv Agcy 07,Manitowoc,64.7,Meets Expectations,K4,12,NA,"4,961",0.60%,9.10%,3.90%,14.10%,0.00%,66.50%,5.80%,16.60%,41.90%,8.00%,0.60%,3.50%,59,30.3,28.7,56.5,27.3,29.2,62,15.6,14.3,15.7,16.4,32.1,81.8,34.6,36,5.9,5.3,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,98.10%,98.20%,98.10%,Lowest Subgroup Rate: Black,95.00%,95.80%,93.60%,95.80%,20.40%,29.60%,25.00%,25.00%,0.52,0.502,0.447,0.424,0.437,0.425,0.415,0.405,0.407,0.434,0.404,0.405,0.394,0.423,0.365,0.418,0.356,0.406,0.342,0.41,NA,NA,,NA,,,K-12,7,NA,Manitowoc,Public school district,N,N
2018-19,3661,  NA,Cooperative Ed Serv Agcy 07,Mishicot,71.4,Meets Expectations,K4,12,NA,859,0.00%,0.00%,0.00%,4.00%,0.00%,94.30%,1.70%,15.70%,24.90%,1.00%,0.00%,2.20%,70.5,36.2,34.3,55.6,31.1,24.5,64.8,35.5,29.3,NA,NA,NA,90.5,39.7,37.9,6.1,6.8,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.60%,99.10%,98.60%,99.10%,Lowest Subgroup Rate: Hispanic,95.20%,94.80%,95.20%,94.80%,31.70%,18.30%,25.00%,25.00%,0.568,0.502,0.512,0.424,0.517,0.425,0.534,0.405,0.552,0.434,0.523,0.405,0.465,0.423,0.471,0.418,0.486,0.406,0.457,0.41,NA,NA,,NA,,,K-12,7,Rural,Mishicot,Public school district,N,N
2018-19,3941,  NA,Cooperative Ed Serv Agcy 07,New Holstein,71.8,Meets Expectations,K4,12,NA,"1,063",0.10%,0.70%,0.30%,6.20%,0.20%,90.20%,2.40%,14.60%,21.70%,2.40%,0.00%,2.40%,67.7,34.1,33.6,73.7,37.8,35.9,58.6,20,17.2,21.4,NA,21.4,89.4,38.7,38.3,6.4,6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,50,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.50%,99.40%,99.50%,Lowest Subgroup Rate: Hispanic,97.70%,97.50%,97.70%,97.50%,33.90%,16.10%,25.00%,25.00%,0.52,0.502,0.452,0.424,0.428,0.425,0.474,0.405,0.464,0.434,0.455,0.405,0.455,0.423,0.47,0.418,0.462,0.406,0.425,0.41,NA,NA,,NA,,,K-12,7,Rural,New Holstein,Public school district,N,N
2018-19,4137,  NA,Cooperative Ed Serv Agcy 07,Oostburg,84,Significantly Exceeds Expectations,K4,12,NA,995,0.00%,0.70%,0.90%,9.40%,0.00%,86.20%,2.70%,8.20%,18.80%,3.90%,0.00%,1.00%,81.4,42,39.4,85,44.4,40.6,76.7,39.1,37.6,NA,NA,NA,94.4,40,38.3,7.8,8.3,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,96.00%,96.20%,96.00%,96.20%,Lowest Subgroup Rate: SwD,68.40%,79.10%,68.40%,79.10%,35.80%,14.20%,25.00%,25.00%,0.65,0.502,0.535,0.424,0.599,0.425,0.572,0.405,0.588,0.434,0.523,0.405,0.591,0.423,0.564,0.418,0.632,0.406,0.611,0.41,NA,NA,,NA,,,K-12,7,Rural,Oostburg,Public school district,N,N
2018-19,4473,  NA,Cooperative Ed Serv Agcy 07,Plymouth Joint,75,Exceeds Expectations,K4,12,NA,"2,179",0.40%,1.20%,1.00%,5.60%,0.00%,88.90%,3.00%,11.70%,24.20%,1.20%,0.00%,2.10%,63,31.4,31.6,75.5,34.9,40.6,76.6,18.9,18.5,14.2,25,39.2,88.5,38.4,37.6,7,5.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.20%,98.00%,98.30%,98.10%,Lowest Subgroup Rate: SwD,90.40%,92.40%,91.10%,92.80%,32.20%,17.80%,25.00%,25.00%,0.519,0.502,0.449,0.424,0.395,0.425,0.398,0.405,0.389,0.434,0.382,0.405,0.396,0.423,0.431,0.418,0.399,0.406,0.434,0.41,NA,NA,,NA,,,K-12,7,NA,Plymouth,Public school district,N,N
2018-19,4613,  NA,Cooperative Ed Serv Agcy 07,Pulaski Community,78.4,Exceeds Expectations,K4,12,NA,"3,777",1.90%,1.10%,0.60%,3.10%,0.10%,90.40%,2.90%,15.90%,20.00%,1.20%,0.10%,2.80%,69.7,33.4,36.3,73.6,33,40.6,81.5,18.9,18.7,18.9,25,43.9,90.2,39.4,36.9,6.9,7,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.30%,99.40%,99.30%,Lowest Subgroup Rate: Hispanic,97.70%,97.90%,97.70%,97.50%,35.00%,15.00%,25.00%,25.00%,0.553,0.502,0.536,0.424,0.435,0.425,0.526,0.405,0.436,0.434,0.477,0.405,0.433,0.423,0.52,0.418,0.444,0.406,0.519,0.41,NA,NA,,NA,,,K-12,7,NA,Pulaski,Public school district,N,N
2018-19,4641,  NA,Cooperative Ed Serv Agcy 07,Random Lake,74.2,Exceeds Expectations,K4,12,NA,741,0.40%,0.50%,0.40%,8.20%,0.30%,88.90%,1.20%,15.70%,29.10%,3.80%,0.00%,2.40%,70.6,35.3,35.3,64.1,29.2,34.9,71.6,35.8,35.8,NA,NA,NA,89.3,37.8,38.3,6,7.2,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.40%,99.40%,99.40%,99.40%,Lowest Subgroup Rate: SwD,98.80%,97.60%,98.80%,97.60%,28.90%,21.10%,25.00%,25.00%,0.557,0.502,0.502,0.424,0.484,0.425,0.517,0.405,0.572,0.434,0.517,0.405,0.491,0.423,0.528,0.418,0.437,0.406,0.489,0.41,NA,NA,,NA,,,K-12,7,Rural,Random Lake,Public school district,N,N
2018-19,4760,  NA,Cooperative Ed Serv Agcy 07,Reedsville,72,Meets Expectations,K4,12,NA,577,0.50%,0.00%,0.30%,11.40%,0.00%,85.80%,1.90%,16.30%,26.20%,4.50%,0.20%,4.30%,73.4,35.7,37.7,58.4,28.2,30.2,60.3,27.9,32.4,NA,NA,NA,92.4,37.2,38.3,8.2,8.7,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.50%,99.60%,99.70%,99.80%,Lowest Subgroup Rate: White,99.40%,99.50%,99.70%,99.80%,30.90%,19.10%,25.00%,25.00%,0.632,0.502,0.558,0.424,0.566,0.425,0.556,0.405,0.49,0.434,0.552,0.405,0.453,0.423,0.541,0.418,0.466,0.406,0.522,0.41,NA,NA,,NA,,,K-12,7,Rural,Reedsville,Public school district,N,N
2018-19,5130,  NA,Cooperative Ed Serv Agcy 07,Sevastopol,81.1,Exceeds Expectations,K4,12,NA,613,0.00%,1.30%,0.50%,10.10%,0.00%,87.80%,0.30%,13.70%,33.90%,5.90%,0.00%,1.60%,88.5,43.7,44.8,70.8,35.9,34.9,70.6,38.4,32.2,NA,NA,NA,93.9,38,38.2,7.7,10,100,50,50,100,50,50,100,50,50,NA,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,NA,NA,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.80%,99.70%,99.50%,99.60%,Lowest Subgroup Rate: SwD,98.20%,99.40%,98.20%,98.80%,25.70%,24.30%,25.00%,25.00%,0.729,0.502,0.748,0.424,0.621,0.425,0.667,0.405,0.69,0.434,0.668,0.405,0.617,0.423,0.651,0.418,0.646,0.406,0.7,0.41,NA,NA,,NA,,,K-12,7,Rural,Sturgeon Bay,Public school district,N,N
2018-19,5138,  NA,Cooperative Ed Serv Agcy 07,Seymour Community,67.8,Meets Expectations,K4,12,NA,"2,218",9.20%,0.60%,0.50%,4.40%,0.00%,79.20%,6.00%,13.80%,33.40%,1.50%,0.20%,3.00%,58.8,29.2,29.6,52.8,22.6,30.2,72.8,17.4,16,14.4,25,39.4,86.5,37.5,37.9,5.5,5.6,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,97.40%,98.10%,97.30%,98.00%,Lowest Subgroup Rate: SwD,91.00%,92.50%,91.50%,92.70%,26.10%,23.90%,25.00%,25.00%,0.457,0.502,0.447,0.424,0.43,0.425,0.438,0.405,0.391,0.434,0.389,0.405,0.384,0.423,0.396,0.418,0.329,0.406,0.356,0.41,NA,NA,,NA,,,K-12,7,NA,Seymour,Public school district,N,N
2018-19,5271,  NA,Cooperative Ed Serv Agcy 07,Sheboygan Area,71.3,Meets Expectations,K4,12,NA,"10,060",0.30%,17.00%,4.80%,20.30%,0.00%,51.30%,6.30%,16.60%,57.10%,17.80%,0.70%,4.20%,58.2,30,28.2,66.1,34,32.1,72.5,18.9,18,12.4,23.2,35.6,83.8,36.4,36.7,5.5,5.2,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.30%,98.30%,98.20%,98.30%,Lowest Subgroup Rate: Black,95.50%,95.70%,95.50%,95.80%,10.30%,39.70%,25.00%,25.00%,0.44,0.502,0.375,0.424,0.363,0.425,0.355,0.405,0.388,0.434,0.361,0.405,0.381,0.423,0.363,0.418,0.376,0.406,0.361,0.41,NA,NA,,NA,,,K-12,7,NA,Sheboygan,Public school district,N,N
2018-19,5278,  NA,Cooperative Ed Serv Agcy 07,Sheboygan Falls,73.7,Exceeds Expectations,K4,12,NA,"1,688",0.50%,2.70%,1.80%,6.50%,0.10%,85.80%,2.70%,15.60%,26.10%,2.00%,0.00%,2.50%,65.7,32.7,33,66.1,32.1,34,74.9,18.8,16.3,14.8,25,39.8,88.1,38,37.3,6,6.8,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,99.00%,99.10%,99.00%,99.10%,Lowest Subgroup Rate: Two or More,96.70%,98.50%,96.70%,98.50%,30.90%,19.10%,25.00%,25.00%,0.5,0.502,0.469,0.424,0.386,0.425,0.454,0.405,0.46,0.434,0.458,0.405,0.445,0.423,0.433,0.418,0.409,0.406,0.427,0.41,NA,NA,,NA,,,K-12,7,NA,Sheboygan Falls,Public school district,N,N
2018-19,5457,  NA,Cooperative Ed Serv Agcy 07,Southern Door County,76.3,Exceeds Expectations,K4,12,NA,"1,009",0.20%,0.50%,0.60%,5.80%,0.00%,90.50%,2.40%,13.30%,41.10%,2.60%,0.00%,3.20%,68.6,33.6,35,63.2,30.2,33,83.9,17.6,16.3,25,25,50,90.4,39.1,38.1,6.7,6.5,100,50,50,100,50,50,100,25,25,50,100,40,40,10,10,62.3,31.6,30.7,66,33,33,68.8,18.1,18,32.7,84.8,36.3,36.6,6.2,5.7,100,50,50,100,50,50,100,25,25,25,25,50,100,40,40,10,10,Total Deductions: 0,Goal met: no deduction,Goal met: no deduction,98.70%,99.10%,99.00%,99.20%,Lowest Subgroup Rate: Hispanic,95.10%,97.20%,95.10%,97.20%,20.90%,29.10%,25.00%,25.00%,0.541,0.502,0.521,0.424,0.427,0.425,0.476,0.405,0.483,0.434,0.477,0.405,0.462,0.423,0.492,0.418,0.386,0.406,0.483,0.41,NA,NA,,NA,,,K-12,7,Rural,Brussels,Public school district,N,N
